IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,ObjectId,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall
2,Hamburg,SK Hamburg,A35-A59,M,45,0,738348,2020-03-19T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,41,0,738349,2020-03-20T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,22,0,738350,2020-03-21T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,34,0,738351,2020-03-22T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,1,0,738352,2020-03-22T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",1,-9
2,Hamburg,SK Hamburg,A35-A59,M,24,0,738353,2020-03-23T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,53,0,738354,2020-03-24T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,31,0,738355,2020-03-25T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,34,0,738356,2020-03-26T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,29,0,738357,2020-03-27T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,26,0,738358,2020-03-28T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,33,0,738359,2020-03-29T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
2,Hamburg,SK Hamburg,A35-A59,M,6,0,738360,2020-03-30T00:00:00.000Z,02000,"05.04.2020, 00:00 Uhr",0,-9
